Semester,Session,Batch,Matric No.,Feedback,Feedback 2,Score,Sentiment,Rating
1,2020/2021,7,S2019281,"THANK YOU!
Hi Dr Salimah,

I want to express my sincere gratitude for all the efforts you have taken, and it has been good pleasure learning from you. Undeniably the course is one of the heaviest loaded courses compared to others, however it has been so helpful to get us equipped with necessary skills step by step. I have gained more knowledge about data science and looking forward to learning more in the future, and to apply the knowledge in my field.",thank want express sincere gratitude effort taken good pleasure learning undeniably heaviest loaded compared others however helpful get equipped necessary skill step step gained knowledge looking forward learning future apply knowledge field,0.9628,Positive,4.93
1,2020/2021,7,S2022724,"See you again.
ODL make us dont meet f2f. But I really enjoy your class. Hopefully we can GOT for this programme. Good Luck All.",see make dont meet f2f really enjoy hopefully got programme good luck,0.9076,Positive,4.82
1,2020/2021,7,17096921,"Thank you Dr!
 
I appreciate your openness to questions and queries. During online lectures, you have never failed to clarify doubts. We manage to cover the entire syllabus without any hassle. You are one of the lecturers who minimally missed out WhatsApp queries. It is understandable, the online learning mode is new for most of us and prone to lots of miscommunication. Staring at the computer screen throughout the day would have drained your energy. Yet, you were energetic during the class. So, as student of first batch taking 4 other subjects, I wouldn't say we had big miscommunication issues. Just that if it was a face-to-face class, it would have been easier to clarify words that we feel ambiguous during assessments. However, instead of normal paper-based tests, whatever we did in the class was more problem-based and involved critical thinking. The group assignments gave me a new bunch of valuable friends and knowledge on application building. Thanks to COVID-19 for that. May your genuine care help future batches to refine their career goals. May God bless you with energy and health. Have a good rest after every class.

P.S.: Love you guys, CL, Mollyn and William! You guys have been my go-to source of confidence throughout this semester!",thank appreciate openness question query online lecture never failed clarify doubt manage cover entire syllabus without hassle lecturer minimally missed whatsapp query understandable online learning mode new prone lot miscommunication staring computer screen throughout day drained energy yet energetic student first batch taking 4 subject say big miscommunication issue face-to-face easier clarify word feel ambiguous assessment however instead normal paper-based test whatever problem-based involved critical thinking group assignment gave new bunch valuable friend knowledge application building thanks covid-19 may genuine care help future batch refine career goal may god bless energy health good rest every love guy cl mollyn william guy go-to source confidence throughout,0.9916,Positive,4.98
1,2020/2021,7,S2021030,"Good Exposure to the Fundamentals.
Thank you for your patient and passion in teaching. In this course, I have the opportunity to get exposure to R, the pipeline to build a data science product, and the important ethics for Data Science.",good exposure fundamental thank patient passion teaching opportunity get exposure pipeline build product important ethic,0.9001,Positive,4.8
2,2020/2021,8,S2039808,"I want to use this opportunity to appreciate Dr. Salimah for her systematic approach in handling of the course (Principles of data science). Though I have been practicing some of the basic principles thought in my carrier, attending this course helped me to understand the structure and systematic nature of methods of applying data science. I have basically applied most of the standard principles in implementing business intelligence, big data & data science projects. Thank you very much for the valuable impact you provided. You’ve filled my brains with ideas.",want use opportunity appreciate systematic approach handling (principles science) though practicing basic principle thought carrier attending helped understand structure systematic nature method applying basically applied standard principle implementing business intelligence big project thank much valuable impact provided you’ve filled brain idea,0.926,Positive,4.85
2,2020/2021,8,S2034456,"Everybody LOVES me….. By the way, I am just joking with regards to my introduction, because we all know everybody hates me, hahaa. If there is one thing you all can learn from me this semester, it is  the crucial FACT that in the REAL world. you have to love yourself to begin with.... As for Dr. Salimah, thanks for everything and hope we can finally  meet in person sooner rather than later..... Bye for NOW, everyone :-)",everybody love me… way joking regard introduction know everybody hate hahaa thing learn crucial fact real world love begin thanks everything hope finally meet person sooner rather later bye everyone -),0.9081,Positive,4.82
2,2020/2021,8,S2036951,"Thank you Dr Salimah. We’ve never seen your cape or mask, but we see your super-powers everyday!",thank we’ve never seen cape mask see super-powers everyday,0.3612,Positive,3.72
2,2020/2021,8,S2030294,"Assalamualaikum Dr Salimah. Thank you for all your classes for this semester. Personally, I love all your classes which started with kahoot quizzes and very interactive. Again, all I can say is thank you very much. I am grateful to enrol to your class. May Allah blessed you with good health and happiness, Dr. Thank you so much.",assalamualaikum thank personally love started kahoot interactive say thank much grateful enrol may blessed good health happiness thank much,0.9753,Positive,4.95
2,2020/2021,8,S2020579,"TO MY AMAZING TEACHER DR SALIMAH, The influence of yours extends beyond the classroom, well into the future. I’m glad that we have a great introductory course WQD7001 taught by you. It’s remarkable that you made my learning practical, informative and organized. Your lecture slides are of Data Story telling with visualization, I enjoyed your passionate and lucid explanations. Thank you for your kindness while I’m suffering through COVID POSITIVE, I wouldn’t have completed this semester without your support ❤️. I’m really grateful to be a part of this course. I had exceptional learning experience! Good Luck Dr, Keep Inspiring. Thanks & Regards.",amazing teacher influence extends beyond classroom well future i’m glad great introductory wqd7001 taught it’s remarkable made learning practical informative organized lecture slide story telling visualization enjoyed passionate lucid explanation thank kindness i’m suffering covid positive wouldn’t completed without support ❤️ i’m really grateful part exceptional learning experience good luck keep inspiring thanks regard,0.9915,Positive,4.98
2,2020/2021,8,S2037440,"Hi Dr Salimah. It's been a great journey with you for the past 3 months. This course is by far my favourite course this term as it was the most organized and smooth sailing by far! Even though data science is not something new to me, I truly appreciate the content of this course as it has given us an inclusive yet broad overview of data science as a whole. I'm also grateful that you've posted the assignments early in the semester as it has given me so much more ßexibility and time to execute them well, especially when I'm living in a different timezone. If the opportunity permits, I would love to take another class with you in the upcoming semesters. Thank you for your hard work!",great journey past month far favourite term organized smooth sailing far even though something new truly appreciate content given inclusive yet broad overview whole i'm grateful posted assignment early given much ßexibility time execute well especially i'm living different timezone opportunity permit love another upcoming thank hard work,0.9716,Positive,4.94
2,2020/2021,8,S2031689,"To Dr Salimah, Thank you so much for teaching us WQD7001 this semester.
Organized: The subject is well planned and organized from the start making it easier for us to manage our expectations for the subject!
Informative: This subject helps me turned from having zero knowledge about Data Science to someone who can understand what is it, processes involved in it and how it can be applied!
Delivery: The way you deliver your lecture with the interesting and colorful slides, the fun kahoot/quizizz at the beginning each week definitely helps ys to understand better!
Thoughtful: Your thoughtfulness in letting us decide the duration that we are comfortable with for some of the assessment and the asynchronous made throughout Ramadhan is greatly appreciated!
A TEACHER AFFECTS ETERNITY; HE CAN NEVER TELL WHERE HIS INFLUENCE STOPS.",thank much teaching wqd7001 organized subject well planned organized start making easier manage expectation subject informative subject help turned zero knowledge someone understand process involved applied delivery way deliver lecture interesting colorful slide fun kahoot beginning week definitely help understand better thoughtful thoughtfulness letting decide duration comfortable assessment asynchronous made throughout ramadhan greatly appreciated teacher affect eternity never tell influence stop,0.9879,Positive,4.98
2,2020/2021,8,S2024380,"Hello Dr, I'm indeed very grateful and sad at the same time. Grateful for all knowledge that i've learned from you, and Sad, because i didn't get a chance to meet you and my classmates, in person.

It takes a lot to guide so many students, But you always being very considerate to us. Realy appreciate that you scheduled the due dates for all the tasks with long time limits. you're not giving us extra time to procrastinate, but You understand we need time to understand and learn, especially during this pandemic.
Thank you for being such a great teacher.

Let me share this quote for you. ""What a teacher writes on the blackboard of le can never be erased"". So, Thank You (again) Dr. Salimah, hope to see you if i can come to Malaysia next sem!",hello i'm indeed grateful sad time grateful knowledge i've learned sad get chance meet classmate person lot guide many student always considerate realy appreciate scheduled due date task long time limit giving extra time procrastinate understand need time understand learn especially pandemic thank great teacher let share quote teacher writes blackboard le never erased thank (again) hope see come malaysia next sem,0.9713,Positive,4.94
2,2020/2021,8,S2023438,"Hi Dr Salimah. This course taught me a lot on Data Science in the real world. As a novice in this field, attending your class as my first step towards becoming a data scientist was very helpful to me. I genuinely had fun attending your classes and participating in the entertaining insightful quizzes every week. Apart from the data science, I learnt how to be organised and also how to structure my slides for future presentations. It’s truly sad that we had to spend an entire semester without a face to face class. However, I am looking forward to meeting you. As a closing note, I will proudly say my journey towards my dream started from your lectures. Thank you Dr.",taught lot real world novice field attending first step towards becoming scientist helpful genuinely fun attending participating entertaining insightful every week apart learnt organised structure slide future presentation it’s truly sad spend entire without face face however looking forward meeting closing note proudly say journey towards dream started lecture thank,0.9423,Positive,4.88
2,2020/2021,8,S2022695,"Dear Dr. Salimah,
I must admit that this class has the most structured smooth- ßowing assessments compared to my other subjects, which is why you have made me love this subject the most! Not to mention, I truly adore your clear crisp voice projection that is always filled with understandable content.
To begin my Data Science journey under you was such a blessing. The weekly quizzes initiative made me realize that you are not just a lecturer that teaches what you know, but you carry the responsibility of ensuring your students truly understand everything that has been taught really well.
I used to have the thoughts of what if I am not able to cope throughout this ODL mode, but you made it super easy for me. I will always remember you as one of my awesome best- performed educator (and I hope you know that already!) <3

So long, Dr Salimah.",must admit structured smooth- ßowing assessment compared subject made love subject mention truly adore clear crisp voice projection always filled understandable content begin journey blessing weekly initiative made realize lecturer teach know carry responsibility ensuring student truly understand everything taught really well used thought able cope throughout mode made super easy always remember awesome best- performed educator (and hope know already <3 long,0.9926,Positive,4.99
2,2020/2021,8,S2039368,"Asslamualaikum and hi Dr Salimah,
First of all I just wanted to say this is so far my most favourite class! To me, all of the course materials are great and enjoyable!  Not only do you teach us Data Science Introduction material, you also help us explore the world of Data Science by introducing Data Scientists, reading materials, websites all related to Data Science! Because of that, your class is actually teaching us the real world of Data Science. I even follow Dr DJ Pati and Dr Roger Peng on Twitter now! Coming from a non- data science or computer science background, all of this is greatly helpful for me to kickstart my data science journey.
Thank you for providing us with all the kahoot quizzes to strengthen our learning. You are more than just a lecturer, you are an educator that teaches with passion and I am sure all of us can agree on that. I'm sure you've heard of the phrase, ""give a man a fish, you'll feed him for one day but teach a man how to fish, you'll feed him for a  lifetime"". For me, this class taught me how to ""fish"" in the Data Science world :)",asslamualaikum first wanted say far favourite material great enjoyable teach introduction material help explore world introducing scientist reading material website related actually teaching real world even follow dj pati roger peng twitter coming non- computer background greatly helpful kickstart journey thank providing kahoot strengthen learning lecturer educator teach passion sure agree i'm sure heard phrase give man fish feed day teach man fish feed lifetime taught fish world,0.9769,Positive,4.95
2,2020/2021,8,S2006751,"I was able to follow every lesson and grasp the materials extremely well thanks to your well structured course and management. For someone who is new to data science like me, you provided wonderful advice and resources. Your enlightening lessons provided me with a sense of purpose in life. Once again, I would like to thank for your teaching along the whole semester.",able follow every lesson grasp material extremely well thanks well structured management someone new like provided wonderful advice resource enlightening lesson provided sense purpose life like thank teaching along whole,0.966,Positive,4.93
2,2020/2021,8,S2019226,"Hey hey Dr. Salimah,
It's been a great journey with you for the past 3 months! Thank you for all the efforts and the informative slides that you have prepared. Although we were unable to attend the class physically and have to learn through everything virtually, I can feel that you are trying your best effort to make the classes as interactive as possible; and I truly appreciate that!
I have only one word: for thinking, for precision, for learning, for decision. Dr. Salimah teaches data science and I believe we shall find data appliance. For I shall see you again. Stay healthy stay safety, adios!",hey hey great journey past month thank effort informative slide prepared although unable attend physically learn everything virtually feel trying best effort make interactive possible truly appreciate word thinking precision learning decision teach believe shall find appliance shall see stay healthy stay safety adios,0.9712,Positive,4.94
2,2020/2021,8,17035423,"DEAR PROF,
THANK YOU FOR YOUR TEACHING AND THE ADDITIONAL EFFORT TO MAKE US UNDERSTAND BETTER IN THIS SUBJECT. WE APPRECIATE IT AND HOPE TO LEARN FROM YOU AGAIN. MANY THANKS AND TAKE CARE.",thank teaching additional effort make understand better subject appreciate hope learn many thanks care,0.9442,Positive,4.89
2,2020/2021,8,S2039977,"THANK YOU Dr Salimah For all your effort and dedication, patience and passionate, love and care. Unable to thank enough when we received more than we could ask. Minta halalkan ilmu nya ~ 😊 ",thank effort dedication patience passionate love care unable thank enough received ask minta halalkan ilmu nya ~ 😊,0.9413,Positive,4.88
2,2020/2021,8,S2032905,"Hi, I’m deeply appreciated for the extra effort you make to help me(us) to grow. You are not only our tutor/lecturer but a friend that I’m glad to have met. If opportunity allows, would be happy to meet up with prof in the campus 😊. THANK YOU.",i’m deeply appreciated extra effort make help me(us) grow tutor lecturer friend i’m glad met opportunity allows happy meet campus 😊 thank,0.9661,Positive,4.93
2,2020/2021,8,17089384,"Hi & Assalamulaikum Dr. Salimah,
Thank you to your well-structured course and management, I was able to follow every class and understand the materials very well. You provided excellent guidance and resources for a newbie to data science like me. I really enjoy your class and surely shall miss your Kahoot & quizizz every Monday :). Until we meet again. Thank You Teacher for helping me grow!",assalamulaikum thank well-structured management able follow every understand material well provided excellent guidance resource newbie like really enjoy surely shall miss kahoot every monday meet thank teacher helping grow,0.9616,Positive,4.92
2,2020/2021,8,S2035949,"Thanks you, Dr… “Ya Allah, ampunilah guru kami dan orang yang telah mengajar kami. Sayangilah mereka, muliakanlah mereka dengan keridhaan-Mu yang agung, di tempat yang disenangi di sisi-Mu, wahai Yang Maha Penyayang di antara penyayang.” -amin-",thanks dr… “ya ampunilah guru kami dan orang yang telah mengajar kami sayangilah mereka muliakanlah mereka dengan keridhaan-mu yang agung di tempat yang disenangi di sisi-mu wahai yang maha penyayang di antara penyayang ” -amin-,0.4404,Positive,3.88
2,2020/2021,8,S2017582,"Dear Dr. Salimah,
Thank you for your hard work in teaching us this course. You are so dedicated and focused. Be able to answer patiently when we encounter problems and tolerate our mistakes. Although I can’t study face to face because of the epidemic, I have learned a lot of knowledge. Looking forward to seeing you on campus one day, I wish you happiness every day!",thank hard work teaching dedicated focused able answer patiently encounter problem tolerate mistake although can’t study face face epidemic learned lot knowledge looking forward seeing campus day wish happiness every day,0.836,Positive,4.67
2,2020/2021,8,S2024825,"Thank you for being such a great lecturer! I'll always remember you with the deepest respect and affection for your efforts in making each lesson enjoyable and educational. Your inspiring lessons gave my life direction. Once again, thank you, Dr. Salimah for being the best lecturer a student could ever hope for.",thank great lecturer i'll always remember deepest respect affection effort making lesson enjoyable educational inspiring lesson gave life direction thank best lecturer student ever hope,0.9806,Positive,4.96
2,2020/2021,8,S2024712,"Thank you Dr. Salimah! You made online classes a lot more interesting than I could ever imagine and not being able to attend classes physically, didn’t look so bad after all. You covered vast topics down to every detail with such simplicity. You gave us an amazing opportunity to lay the groundwork for Data Science, starting from the definition of Data Science to Data Story Telling with Visualization. I really loved how you organized every tutorial to teach us fun topics like Web Scraping, Building Spam Filter, and how you included Ted talks at the end of every lecture. I had an incredible learning experience throughout your course!",thank made online lot interesting ever imagine able attend physically didn’t look bad covered vast topic every detail simplicity gave amazing opportunity lay groundwork starting definition story telling visualization really loved organized every tutorial teach fun topic like web scraping building spam filter included ted talk end every lecture incredible learning experience throughout,0.9412,Positive,4.88
2,2020/2021,8,S2031256,"Thank you so much Dr. Salimah for giving us so much of meaningful insights on Data Science. Your class has been quite enjoyable with quizizz and kahoot every week, was always looking forward to it. “A good teacher can inspire hope, ignite the imagination, and instill a love of learning.”",thank much giving much meaningful insight quite enjoyable kahoot every week always looking forward “a good teacher inspire hope ignite imagination instill love learning ”,0.9722,Positive,4.94
2,2020/2021,8,17219923,"Dear Prof, I came into this class without much clue about ""Data Science"". After 14 weeks, I am walking out of your class full of excitements for my journey ahead. I enjoyed how you deliver each and every lecture, the whole course is so well organised. I really adores how you try to cover the basic of almost every topic in Data Science. If opportunity permits, I am looking forward to take more classes with you in the campus. :)",came without much clue week walking full excitement journey ahead enjoyed deliver every lecture whole well organised really adores try cover basic almost every topic opportunity permit looking forward campus,0.919,Positive,4.84
2,2020/2021,8,S2025160,"Dear Dr. Salimah, I really like your class, among all the courses I taken in this sem, I like your class the most :)! I learned a lot from your class throughout the sem. Thank you for your teaching and appreciate your effort to make the class attractive and interesting! Although this is a online course, hope to meet you soon in UM :)!
A truly AMAZING TEACHER is HARD to find, DIFFICULT to part with and IMPOSSIBLE to forget.",really like among taken sem like learned lot throughout sem thank teaching appreciate effort make attractive interesting although online hope meet soon truly amazing teacher hard find difficult part impossible forget,0.9647,Positive,4.93
2,2020/2021,8,S2032766,"Dear Dr.Salimah. Thank you for being a wonderful professor. You made WQD7001 class so much fun! ""The best way to learn data science is to do data science."" Not every teacher deserves to be called one because that title is reserved for great ones like you.",thank wonderful professor made wqd7001 much fun best way learn every teacher deserves called title reserved great like,0.9652,Positive,4.93
2,2020/2021,8,17120332,"Hi, Dr. Salimah, I have learned a lot from this course & really enjoying this course. Thanks for all the knowledge :). This course has given me a lot of guidance in Data Science.",learned lot really enjoying thanks knowledge given lot guidance,0.7828,Positive,4.57
2,2020/2021,8,S2037815,"I started this course, admittedly, being clueless and wondering what is Data Science all about. But thanks to you Dr Salimah, week by week, you helped to clear all my questions with your structured learning and input. And for that I am thankful! Thank you for your patience, thank you for your guidance, thank you for your time. Until we meet again. Note: Kahoot and quizizz have been fun and beneficial. Keep it up!",started admittedly clueless wondering thanks week week helped clear question structured learning input thankful thank patience thank guidance thank time meet note kahoot fun beneficial keep,0.9607,Positive,4.92
2,2020/2021,8,WQD190020,"I once asked a teacher, “are you not bored? Teaching the same subject and flipping the same books again and again?” And she told us, “it’s never about the books, but it’s the lives we touched and transformed.” THANK YOU, Dr Salimah 🤗! For having us in you education journey!",asked teacher “are bored teaching subject flipping book ” told “it’s never book it’s life touched transformed ” thank 🤗 education journey,0.1027,Positive,3.21
2,2020/2021,8,S2038103,Thank You Dr. Salimah and Everyone for being with me from Asking Questions to Insights. This is a short data story of my Principles of Data Science Journey.,thank everyone asking question insight short story principle journey,0.3612,Positive,3.72
2,2020/2021,8,S2017777,"Thank you Dr Salimah and everyone. As how much we wished we could have had physical classes for this awesome subject, I am thankful we have Dr.Salimah guiding us on this challenging education journey. Thank you Dr, for your time, effort, and dedication to ensure we gain the best introductory knowledge about data science and I greatly appreciate it. To all my fellow classmate, let's strive to become a unicorn data scientist with strong data ethics in the future. 😊",thank everyone much wished physical awesome subject thankful guiding challenging education journey thank time effort dedication ensure gain best introductory knowledge greatly appreciate fellow classmate let's strive become unicorn scientist strong ethic future 😊,0.9832,Positive,4.97
2,2020/2021,8,S2039609,"How about WQD7001, Dr Salimah’s class? The best introductory class for data science. Course materials are very well structured and every organized. Pace of the class set at a very steady, reasonable pace. I enjoyed how enthusiastic and clear she was in her explanations. Her lecture slides make use powerful visualization and data story telling. She walks her talk. Her lectures make me ponder and reflect. It’s remarkable! Approved!",wqd7001 salimah’s best introductory material well structured every organized pace set steady reasonable pace enjoyed enthusiastic clear explanation lecture slide make use powerful visualization story telling walk talk lecture make ponder reflect it’s remarkable approved,0.9738,Positive,4.95
2,2020/2021,8,S2033309,"Hi Dr. Salimah, as data science always start with question and my question is ""How am I gonna start my data science journey from zero computer science background?"" and you show us the path! The knowledge I learn from this class not limited to how data science work but how am I gonna be a data scientist! Yes! Everyone is looking to become unicorn data scientist and my journey begin with WQD7001! Thank you Dr. Salimah for guiding and inspiring us! Please take good care and stay safe!",always start question question gonna start journey zero computer background show path knowledge learn limited work gonna scientist yes everyone looking become unicorn scientist journey begin wqd7001 thank guiding inspiring please good care stay safe,0.9468,Positive,4.89
2,2020/2021,8,S2039171,"Hi, Dr. Salimah, it has been 14 weeks. I have learned a lot from this course. I like your teaching method, share some videos and have some discussion during class to make the lecture more interesting. Really appreciate for everything you teach, really enjoying this course. Lastly, wish to apologize for being so quiet in class, too shy to talk. And wish I could meet you in UM one day.",week learned lot like teaching method share video discussion make lecture interesting really appreciate everything teach really enjoying lastly wish apologize quiet shy talk wish meet day,0.9546,Positive,4.91
2,2020/2021,8,S2035295,"Thank you Dr Salimah. I think you have all the most important virtues a teacher can have. Your organizational skill is nothing but an admirable thing. It’s unfortunate that I couldn’t meet you in person. I will always remember the lessons you taught us through example. Those helped me to have a clear idea about Data Science. Here’s 5 topics which I will remember throughout my Data Science career (Data Preparation, Data Product, Reproducible Research, Data storytelling, Data Ethics).
I had a remarkable learning experience throughout your course. One thing I enjoyed a lot was those formative quizzes. I’m really grateful to be a part of this course. May Allah grant you good health and fill your life with eternal happiness.",thank think important virtue teacher organizational skill nothing admirable thing it’s unfortunate couldn’t meet person always remember lesson taught example helped clear idea here’s 5 topic remember throughout career (data preparation product reproducible research storytelling ethics) remarkable learning experience throughout thing enjoyed lot formative i’m really grateful part may grant good health fill life eternal happiness,0.9681,Positive,4.94
2,2020/2021,8,S2022161,"Hi Dr. Salimah, I just want to say thank you for being so kind, considerate, and understanding. You are indeed a great lecturer who is well organized and prepared which is something I adore about you. Another great thing about you is you are very responsive and engaging with your students. I enjoyed every lesson of this course whereby I learnt so much about Data Science. Once again thank you very much.",want say thank kind considerate understanding indeed great lecturer well organized prepared something adore another great thing responsive engaging student enjoyed every lesson whereby learnt much thank much,0.9868,Positive,4.97
2,2020/2021,8,S2022162,"Hi Dr.Salimah, thank you for your guidance, motivation and amazing lectures throughout this semester. I really enjoyed the class with such positive learning environment. This course has given me a strong foundation in Data Science. I have learnt so much from this class, from asking the right questions to data storytelling and deployment.",thank guidance motivation amazing lecture throughout really enjoyed positive learning environment given strong foundation learnt much asking right question storytelling deployment,0.9611,Positive,4.92
2,2020/2021,8,S2032914,"Thank you Dr. Salimah! A thousand thanks to you for the wonderful learning experience!
Well Organized Schedule: Never have I encountered a lecturer with such organized learning schedule. The schedule table on Spectrum has made me able to locate the learning resources quickly and easily. The well planned schedule let me can arrange my time in advance. Really appreciate for this!!
Well Designed Learning Path: The formative assessments provided me a chance to do a quick revision on what I have learned. The questions are meaningful and related to the core of the subject, thanks for your effort on this!!",thank thousand thanks wonderful learning experience well organized schedule never encountered lecturer organized learning schedule schedule table spectrum made able locate learning resource quickly easily well planned schedule let arrange time advance really appreciate well designed learning path formative assessment provided chance quick revision learned question meaningful related core subject thanks effort,0.975,Positive,4.95
2,2020/2021,8,S2031779,Hi Dr. Salimah. This course has assisted me in establishing a strong foundation and understanding of Data Science in totality. I really appreciate all of the knowledge and teachings that you have provided throughout this semester! Enjoy your early retirement Dr. !,assisted establishing strong foundation understanding totality really appreciate knowledge teaching provided throughout enjoy early retirement,0.8588,Positive,4.72
2,2020/2021,8,S2038179,"Thank you very much, Dr. I have learned so much in this class. This course has given me a lot of inspiration and guidance in Data Science. It helps me to find out my ability what can I do in this course as a non-computer background student. Under your guidance as a non-computer student, I feel familiar with the course. Your teaching tacts and styles were very interesting. Thank you so much. I hope to see you again in the future.",thank much learned much given lot inspiration guidance help find ability non-computer background student guidance non-computer student feel familiar teaching tact style interesting thank much hope see future,0.9517,Positive,4.9
2,2020/2021,8,17219894,"Hello, Dr Salimah. First of all, thank you for the course. I learned a lot. What I like about this course is that the general structure of the course is good and it serves as a good first course to take for the master programme as it gives us a general overview of data science. Things that can be improved is that the course can be more concise so that we can learn more things in shorter time. But overall, the course is good. Once again, thank you for the course.",hello first thank learned lot like general structure good good first master programme give general overview thing improved concise learn thing shorter time overall good thank,0.9538,Positive,4.91
2,2020/2021,8,S2038274,"I join this program not knowing much about data science but 14 weeks later through your engaging lectures I came out knowing more than I did on my 1st week. Safe to say, this is a great course to start my data science journey and I couldn’t be more grateful to have you teaching this course. The Kahoot style quizzes was definitely a weekly highlight whenever we have live lectures. I wish you all the best and happy early retirement (let’s hope UM grants this to you, Dr!). Thanks for being part of my data science journey and for the wealth of knowledge imparted!",join program knowing much week later engaging lecture came knowing 1st week safe say great start journey couldn’t grateful teaching kahoot style definitely weekly highlight whenever live lecture wish best happy early retirement (let’s hope grant thanks part journey wealth knowledge imparted,0.9904,Positive,4.98
2,2020/2021,8,S2033901,"Thank you Dr. Salimah for the knowledge, kindness, and everything. To be frank, I appreciate what you have taught us in class. The notes that you provided contains a lot of practical knowledge and details, not to forget about those useful external links for further understanding. I love the recorded lectures no matter they are synchronous or asynchronous, because it provided me opportunity to research them when I need them. The assignments, assessments and quizzes, all of them are so beneficial to me. I have learned variety of skills that developed me holistically to be an all-rounder. Thanks for being kind, understanding and patient throughout the course. You are the best!",thank knowledge kindness everything frank appreciate taught note provided contains lot practical knowledge detail forget useful external link understanding love recorded lecture matter synchronous asynchronous provided opportunity research need assignment assessment beneficial learned variety skill developed holistically all-rounder thanks kind understanding patient throughout best,0.9829,Positive,4.97
2,2020/2021,8,S2028941,"Much appreciated Dr. Salimah for all the teaching as well as the efforts in preparing all the study materials, really helped us a lot on the overall understanding of Data Science! Great to have you as one of our lecturers in the course. All the best to you and wish we could meet some day.",much appreciated teaching well effort preparing study material really helped lot overall understanding great lecturer best wish meet day,0.9468,Positive,4.89
2,2020/2021,8,S2034206,"TQ For Your Inspiration! Dr Salimah.
Introductory: From the shallower to the deeper, a step-by-step introduction to help students get started with data science.
Hard Knowledge: The knowledge is accurate, the content is refined, and the difficulty is appropriate.
Soft Skill: Fascinating, comprehensively develop students’ abilities.",tq inspiration introductory shallower deeper step-by-step introduction help student get started hard knowledge knowledge accurate content refined difficulty appropriate soft skill fascinating comprehensively develop students’ ability,0.8442,Positive,4.69
2,2020/2021,8,S2039562,"This is definitely a great course of foundation in Data Science! Thank you Dr. Salimah who never fails to provide us with lots of information in the slides as well as the supplemental readings, that helps to make the learning easier and our learning journey an interesting one, not to mention the Quizziz and Kahoot quizzes from you every Monday! Highly appreciate your effort put into the notes and slides. Overall, I really enjoyed this course because I learned alot from it!",definitely great foundation thank never fails provide lot information slide well supplemental reading help make learning easier learning journey interesting mention quizziz kahoot every monday highly appreciate effort put note slide overall really enjoyed learned alot,0.9788,Positive,4.96
2,2020/2021,8,S2036711,"It has been a great course for the exposure to Data Science. After taking the course, I learned more about the application of different analysis techniques in different situations and how important is data science and ethics. The knowledge gained from this course such as data storytelling also helps me a lot in my current job. The engagements especially the online quiz helps me a lot in understanding the course. Thank you so much Dr for putting effort to do the formative assessment almost every week. Appreciate that. Stay safe and stay healthy.",great exposure taking learned application different analysis technique different situation important ethic knowledge gained storytelling help lot current job engagement especially online help lot understanding thank much putting effort formative assessment almost every week appreciate stay safe stay healthy,0.9762,Positive,4.95
2,2020/2021,8,S2031315,"After completing WQD 7001 Principle of Data Science, I was able to figure out how data science projects work and how important big data can affect the world. In the process of learning, the lecturer’s way of teaching is clear, smooth, and helpful. There are no shortcomings, but in my opinion, the online portfolio may be too heavy, but after completing the online portfolio, I truly understand insights and reasons of lecturer for doing so.
Thank you Dr Salimah for mentoring and guiding us in this 14 week. I wish Dr Salimah happy retirement in advance. Last but not least, I am glad that you helped for the grouping of assignment, which allowed me to make friends.",completing wqd 7001 principle able figure project work important big affect world process learning lecturer’s way teaching clear smooth helpful shortcoming opinion online portfolio may heavy completing online portfolio truly understand insight reason lecturer thank mentoring guiding week wish happy retirement advance last least glad helped grouping assignment allowed make friend,0.9566,Positive,4.91
2,2020/2021,8,S2031274,"Hi Dr. Salimah. Thank you for all the works and efforts you have done for this course. This is a wonderful course. It acts like a big picture of the master's program. The part that I like most in this course is the resources that dr you shared, no matter the videos, the books, and the links. I learned a lot through these resources.  Although I just covered some of them. but I will keep it in my drive for future use. Thank you so much Dr. Best regards!",thank work effort done wonderful act like big picture master's program part like resource shared matter video book link learned lot resource although covered keep drive future use thank much best regard,0.9607,Positive,4.92
2,2020/2021,8,17218825,"Hi Dr., thank you so much for this semester. I like your Kahoot quizzes style before the class. I like the background music and the way the quizzes are conduct. Not including them as carry marks is also good for me, as I did not feel pressure before entering the class and just enjoy the quizzes as games. This course is enjoyable and introduced to me to basic things regarding data. Some of the slides are also useful for my other subjects. Appreciate all the knowledge you gave and hope to see you Dr. Halal kan your knowledge and pray for my success in both worlds!",thank much like kahoot style like background music way conduct including carry mark good feel pressure entering enjoy game enjoyable introduced basic thing regarding slide useful subject appreciate knowledge gave hope see halal kan knowledge pray success world,0.9794,Positive,4.96
2,2020/2021,8,S2015584,"Time ßies. It's time to say goodbye. Thank you Dr. Salimah! You are kind and responsible. By having your class, I have learned a lot basic knowledge about data science. It is a good begining. Thank you again for everything you have done for us!",time ßies time say goodbye thank kind responsible learned lot basic knowledge good begining thank everything done,0.9118,Positive,4.82
2,2020/2021,8,S2040117,Great course for understanding the foundation of Data Science landscape for individuals from non-Computer science background. Definitely will carry on with the knowledge and suggestions given by Dr. throughout this master course. Thank you so much Dr. Stay safe and enjoy the academic life :3,great understanding foundation landscape individual non-computer background definitely carry knowledge suggestion given throughout master thank much stay safe enjoy academic life,0.9371,Positive,4.87
